,superkingdom,phylum,class,order,family,genus,species
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__;g__,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__;g__;s__
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermatophilaceae,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermatophilaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermatophilaceae;g__,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermatophilaceae;g__;s__
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__;s__
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Phycicoccus,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Phycicoccus,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Phycicoccus;s__
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__;s__
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__;s__
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Kocuria,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Kocuria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Kocuria;s__
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__;s__
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Catellatospora,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Catellatospora,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Catellatospora;s__
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Luedemannella;s__Luedemannella_sp._119-1-07,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Luedemannella,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Luedemannella;s__Luedemannella sp. 119-1-07
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Nakamurellales;f__Nakamurellaceae;g__Nakamurella,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Nakamurellales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Nakamurellales;f__Nakamurellaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Nakamurellales;f__Nakamurellaceae;g__Nakamurella,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Nakamurellales;f__Nakamurellaceae;g__Nakamurella;s__
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__;s__
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__;g__,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__;g__;s__
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__;s__
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,sk__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__
sk__Bacteria;k__;p__Actinobacteria;c__Rubrobacteria;o__Gaiellales,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Gaiellales,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Gaiellales;f__,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Gaiellales;f__;g__,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Gaiellales;f__;g__;s__
sk__Bacteria;k__;p__Actinobacteria;c__Rubrobacteria;o__Gaiellales;f__Gaiellaceae,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Gaiellales,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Gaiellales;f__Gaiellaceae,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Gaiellales;f__Gaiellaceae;g__,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Gaiellales;f__Gaiellaceae;g__;s__
sk__Bacteria;k__;p__Actinobacteria;c__Rubrobacteria;o__Gaiellales;f__Gaiellaceae;g__Gaiella,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Gaiellales,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Gaiellales;f__Gaiellaceae,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Gaiellales;f__Gaiellaceae;g__Gaiella,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Gaiellales;f__Gaiellaceae;g__Gaiella;s__
sk__Bacteria;k__;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter,sk__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter;s__
sk__Bacteria;k__;p__Actinobacteria;c__Thermoleophilia,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__;f__,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__;f__;g__,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__;f__;g__;s__
sk__Bacteria;k__;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__;g__,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__;g__;s__
sk__Bacteria;k__;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter;s__
sk__Bacteria;k__;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__;s__
sk__Bacteria;k__;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter,sk__Bacteria,sk__Bacteria;p__Actinobacteria,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter,sk__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter;s__
sk__Bacteria;k__;p__Armatimonadetes,sk__Bacteria,sk__Bacteria;p__Armatimonadetes,sk__Bacteria;p__Armatimonadetes;c__,sk__Bacteria;p__Armatimonadetes;c__;o__,sk__Bacteria;p__Armatimonadetes;c__;o__;f__,sk__Bacteria;p__Armatimonadetes;c__;o__;f__;g__,sk__Bacteria;p__Armatimonadetes;c__;o__;f__;g__;s__
sk__Bacteria;k__;p__Armatimonadetes;c__;o__;f__;g__;s__Armatimonadetes_bacterium_55-13,sk__Bacteria,sk__Bacteria;p__Armatimonadetes,sk__Bacteria;p__Armatimonadetes;c__,sk__Bacteria;p__Armatimonadetes;c__;o__,sk__Bacteria;p__Armatimonadetes;c__;o__;f__,sk__Bacteria;p__Armatimonadetes;c__;o__;f__;g__,sk__Bacteria;p__Armatimonadetes;c__;o__;f__;g__;s__Armatimonadetes bacterium 55-13
sk__Bacteria;k__;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales,sk__Bacteria,sk__Bacteria;p__Armatimonadetes,sk__Bacteria;p__Armatimonadetes;c__Armatimonadia,sk__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales,sk__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__,sk__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__;g__,sk__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__;g__;s__
sk__Bacteria;k__;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae,sk__Bacteria,sk__Bacteria;p__Armatimonadetes,sk__Bacteria;p__Armatimonadetes;c__Armatimonadia,sk__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales,sk__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae,sk__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__,sk__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__;s__
sk__Bacteria;k__;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__Armatimonas,sk__Bacteria,sk__Bacteria;p__Armatimonadetes,sk__Bacteria;p__Armatimonadetes;c__Armatimonadia,sk__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales,sk__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae,sk__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__Armatimonas,sk__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__Armatimonas;s__
sk__Bacteria;k__;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__Armatimonas;s__Armatimonas_rosea,sk__Bacteria,sk__Bacteria;p__Armatimonadetes,sk__Bacteria;p__Armatimonadetes;c__Armatimonadia,sk__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales,sk__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae,sk__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__Armatimonas,sk__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__Armatimonas;s__Armatimonas rosea
sk__Bacteria;k__;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales,sk__Bacteria,sk__Bacteria;p__Armatimonadetes,sk__Bacteria;p__Armatimonadetes;c__Chthonomonadetes,sk__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales,sk__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__,sk__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__;g__,sk__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__;g__;s__
sk__Bacteria;k__;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae,sk__Bacteria,sk__Bacteria;p__Armatimonadetes,sk__Bacteria;p__Armatimonadetes;c__Chthonomonadetes,sk__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales,sk__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae,sk__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__,sk__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__;s__
sk__Bacteria;k__;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas,sk__Bacteria,sk__Bacteria;p__Armatimonadetes,sk__Bacteria;p__Armatimonadetes;c__Chthonomonadetes,sk__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales,sk__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae,sk__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas,sk__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__
sk__Bacteria;k__;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales,sk__Bacteria,sk__Bacteria;p__Armatimonadetes,sk__Bacteria;p__Armatimonadetes;c__Fimbriimonadia,sk__Bacteria;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales,sk__Bacteria;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__,sk__Bacteria;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__;g__,sk__Bacteria;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__;g__;s__
sk__Bacteria;k__;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae,sk__Bacteria,sk__Bacteria;p__Armatimonadetes,sk__Bacteria;p__Armatimonadetes;c__Fimbriimonadia,sk__Bacteria;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales,sk__Bacteria;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae,sk__Bacteria;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__,sk__Bacteria;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__;s__
sk__Bacteria;k__;p__Bacteroidetes,sk__Bacteria,sk__Bacteria;p__Bacteroidetes,sk__Bacteria;p__Bacteroidetes;c__,sk__Bacteria;p__Bacteroidetes;c__;o__,sk__Bacteria;p__Bacteroidetes;c__;o__;f__,sk__Bacteria;p__Bacteroidetes;c__;o__;f__;g__,sk__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia,sk__Bacteria,sk__Bacteria;p__Bacteroidetes,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__;f__,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__;f__;g__,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__;f__;g__;s__
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae,sk__Bacteria,sk__Bacteria;p__Bacteroidetes,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__;s__
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae,sk__Bacteria,sk__Bacteria;p__Bacteroidetes,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__;s__
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter,sk__Bacteria,sk__Bacteria;p__Bacteroidetes,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Prolixibacteraceae,sk__Bacteria,sk__Bacteria;p__Bacteroidetes,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Prolixibacteraceae,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Prolixibacteraceae;g__,sk__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Prolixibacteraceae;g__;s__
